iter	RMSE
1501	0.03617163482
1502	0.03615800994
1503	0.03615148613
1504	0.03613615331
1505	0.03612905951
1506	0.03611543272
1507	0.03610605117
1508	0.03609344347
1509	0.03608098779
1510	0.03607322174
1511	0.0360615292
1512	0.0360526911
1513	0.036041268
1514	0.03602954479
1515	0.03602344407
1516	0.03600519081
1517	0.03599793648
1518	0.03598646608
1519	0.03597873973
1520	0.03596083534
1521	0.03594026155
1522	0.03592759179
1523	0.03590099795
1524	0.03588353377
1525	0.03587410241
1526	0.03584587171
1527	0.03582117422
1528	0.03581336727
1529	0.03580480359
1530	0.03579176909
1531	0.0357702958
1532	0.03575679817
1533	0.03572981439
1534	0.03570968712
1535	0.03569071677
1536	0.03567945689
1537	0.03567161687
1538	0.03566207959
1539	0.0356501206
1540	0.03563366743
1541	0.03561895094
1542	0.03561144564
1543	0.0356001619
1544	0.03559150899
1545	0.03557775833
1546	0.03556488909
1547	0.03554392721
1548	0.03553871654
1549	0.03552768185
1550	0.03551815116
1551	0.03550229419
1552	0.03549064363
1553	0.03548055215
1554	0.03546947509
1555	0.03545312209
1556	0.0354458277
1557	0.03543216781
1558	0.03542049053
1559	0.03540987058
1560	0.03539692407
1561	0.03538138343
1562	0.03536747222
1563	0.03536136316
1564	0.03535399657
1565	0.03534682711
1566	0.0353307277
1567	0.03531711906
1568	0.03530552275
1569	0.03529971813
1570	0.03528822842
1571	0.03527578458
1572	0.03526305215
1573	0.03525233637
1574	0.03524351383
1575	0.03523526786
1576	0.03521727722
1577	0.03519996259
1578	0.03518766971
1579	0.03517722721
1580	0.03516158982
1581	0.03515037756
1582	0.0351376338
1583	0.03512865526
1584	0.03511869003
1585	0.03510654162
1586	0.0350926132
1587	0.03507928994
1588	0.03506399978
1589	0.03505241439
1590	0.03503484173
1591	0.03502401925
1592	0.03501396415
1593	0.03500339456
1594	0.03499308831
1595	0.03498392184
1596	0.03497143451
1597	0.03495453889
1598	0.0349481922
1599	0.03493770671
1600	0.03492706724
1601	0.03491802104
1602	0.03490574505
1603	0.03489314926
1604	0.0348690359
1605	0.03485984272
1606	0.03485373147
1607	0.03484711967
1608	0.03483042818
1609	0.03482201185
1610	0.03481424831
1611	0.03480678632
1612	0.03478775941
1613	0.03477313094
1614	0.03474939075
1615	0.03474324129
1616	0.03473325401
1617	0.03472437818
1618	0.03470786698
1619	0.03469965169
1620	0.03466711816
1621	0.03465984734
1622	0.0346506193
1623	0.03463459308
1624	0.03462672892
1625	0.03461164076
1626	0.03460445976
1627	0.03459186519
1628	0.03457662997
1629	0.03455712741
1630	0.03453412504
1631	0.0345253639
1632	0.03451447394
1633	0.03450932362
1634	0.03449828838
1635	0.03448676091
1636	0.0344794949
1637	0.03446918953
1638	0.0344604441
1639	0.03444831353
1640	0.03443815268
1641	0.0344319048
1642	0.03442449219
1643	0.03441837358
1644	0.03440825889
1645	0.03439616937
1646	0.03438767601
1647	0.03438027482
1648	0.03436721045
1649	0.03435873453
1650	0.03433252975
1651	0.0343208638
1652	0.03431119494
1653	0.03430510581
1654	0.03429744914
1655	0.03428634805
1656	0.03427985728
1657	0.03426157596
1658	0.03425309206
1659	0.03424313207
1660	0.03423757545
1661	0.03423095761
1662	0.03422293033
1663	0.03421265497
1664	0.03420824965
1665	0.0341963676
1666	0.03418802522
1667	0.03416859287
1668	0.0341610715
1669	0.03415467523
1670	0.03414623734
1671	0.03413975484
1672	0.03413001314
1673	0.03411600151
1674	0.03410728481
1675	0.03409294101
1676	0.03408398339
1677	0.03406464453
1678	0.03405465622
1679	0.03404183921
1680	0.03403218932
1681	0.0340217355
1682	0.0340151138
1683	0.03400084129
1684	0.0339928495
1685	0.03398525765
1686	0.03397404731
1687	0.03396661965
1688	0.03395473404
1689	0.03394286902
1690	0.03393405655
1691	0.03392647206
1692	0.03391132908
1693	0.0339042046
1694	0.0338885551
1695	0.03387176576
1696	0.03385975834
1697	0.03385310321
1698	0.03384716886
1699	0.03383932776
1700	0.03382277936
1701	0.03381518076
1702	0.03380389793
1703	0.03379452706
1704	0.03378728249
1705	0.03377960329
1706	0.03377297454
1707	0.03376555938
1708	0.033757244
1709	0.03374592814
1710	0.03373703267
1711	0.03372512424
1712	0.03371419639
1713	0.03370480892
1714	0.03369180753
1715	0.03367699125
1716	0.03366030544
1717	0.03364271495
1718	0.03363421728
1719	0.03362827278
1720	0.03360745371
1721	0.03359996195
1722	0.03359008082
1723	0.03357959315
1724	0.03356685039
1725	0.03355871172
1726	0.03354560072
1727	0.03353795009
1728	0.03352877461
1729	0.03351372149
1730	0.03350803423
1731	0.03349810013
1732	0.03348805937
1733	0.0334786631
1734	0.03347233944
1735	0.03345967669
1736	0.03344996292
1737	0.03343497976
1738	0.03342291091
1739	0.03340855687
1740	0.03340176991
1741	0.03338774045
1742	0.03337512571
1743	0.03336772162
1744	0.03335754019
1745	0.03334630543
1746	0.03333525467
1747	0.03332759213
1748	0.03332328916
1749	0.03331328898
1750	0.03330700671
1751	0.0332987655
1752	0.03328792082
1753	0.0332695841
1754	0.03325399154
1755	0.03324873011
1756	0.03324292519
1757	0.03323154331
1758	0.03322205895
1759	0.03321046663
1760	0.0332013504
1761	0.03319551083
1762	0.03318169051
1763	0.03314827246
1764	0.03313649963
1765	0.03312293901
1766	0.03311046538
1767	0.03309778183
1768	0.03308791195
1769	0.03308079562
1770	0.03306897075
1771	0.03305894498
1772	0.03305071766
1773	0.03304301759
1774	0.03303473965
1775	0.0330271393
1776	0.03301398511
1777	0.03300751393
1778	0.03299929611
1779	0.03298430597
1780	0.03297985579
1781	0.03297426509
1782	0.03296842335
1783	0.03296199862
1784	0.0329542625
1785	0.03292746072
1786	0.03291881426
1787	0.0329121353
1788	0.03290586314
1789	0.03290009041
1790	0.03288884686
1791	0.0328815374
1792	0.03287256737
1793	0.03286541301
1794	0.0328604874
1795	0.03284501754
1796	0.03282505468
1797	0.03281930332
1798	0.03280791078
1799	0.03279979039
1800	0.03279283495
1801	0.03277680405
1802	0.03276725696
1803	0.03275692799
1804	0.03274976474
1805	0.03274401739
1806	0.03273829602
1807	0.03272748418
1808	0.03271184171
1809	0.03269946781
1810	0.03269073875
1811	0.03268503772
1812	0.03267802263
1813	0.03266953616
1814	0.03265587244
1815	0.03265095581
1816	0.03264417943
1817	0.03262911456
1818	0.03261805525
1819	0.03261253713
1820	0.03260613998
1821	0.03259667239
1822	0.0325774228
1823	0.03256521007
1824	0.03255310244
1825	0.03254626109
1826	0.03253219594
1827	0.03251822538
1828	0.032508529
1829	0.03249986312
1830	0.03249125584
1831	0.03248186614
1832	0.03247300681
1833	0.03246043008
1834	0.03244228896
1835	0.032435152
1836	0.03242828035
1837	0.03241796455
1838	0.0323979526
1839	0.03239315648
1840	0.03238007686
1841	0.03236652884
1842	0.03235544878
1843	0.03234334545
1844	0.0323285823
1845	0.0323237452
1846	0.03231225246
1847	0.03230253724
1848	0.03229725068
1849	0.032290839
1850	0.03227545902
1851	0.0322618082
1852	0.0322534836
1853	0.03224650443
1854	0.03223300362
1855	0.03222570617
1856	0.03221994693
1857	0.03221279149
1858	0.03219712426
1859	0.03218680568
1860	0.03218074232
1861	0.03217516054
1862	0.03216768061
1863	0.032155989
1864	0.03214743226
1865	0.03213776568
1866	0.0321309898
1867	0.03212184874
1868	0.03211530917
1869	0.03210348896
1870	0.03209386047
1871	0.03208659414
1872	0.03207301533
1873	0.03206668423
1874	0.03205131509
1875	0.03204604002
1876	0.03203807875
1877	0.03203222994
1878	0.03202181175
1879	0.03201144722
1880	0.03200005328
1881	0.03197599826
1882	0.0319592157
1883	0.03194087813
1884	0.03193517437
1885	0.03192791631
1886	0.03191636279
1887	0.03190771493
1888	0.03189726726
1889	0.03188318716
1890	0.03187291079
1891	0.03186408729
1892	0.03185319881
1893	0.03184527194
1894	0.03183043775
1895	0.03181768582
1896	0.03180534048
1897	0.03179841113
1898	0.03179211232
1899	0.03178571259
1900	0.03177863213
1901	0.03176244058
1902	0.03175293635
1903	0.03174548141
1904	0.03173008886
1905	0.03171409557
1906	0.03169555115
1907	0.03169096976
1908	0.03168349855
1909	0.03167553945
1910	0.03167015303
1911	0.03166223849
1912	0.03164868484
1913	0.03164316516
1914	0.03163364174
1915	0.0316134697
1916	0.03160458697
1917	0.03159599356
1918	0.03159201525
1919	0.03158056033
1920	0.03157535837
1921	0.03156601676
1922	0.03155323791
1923	0.03153967744
1924	0.03153382911
1925	0.03150923785
1926	0.03149865702
1927	0.03149272605
1928	0.03148485906
1929	0.03147889181
1930	0.03146709212
1931	0.03145630702
1932	0.03144408129
1933	0.03143397163
1934	0.03142811937
1935	0.03141852518
1936	0.03140392227
1937	0.03139403207
1938	0.03138254
1939	0.03137877834
1940	0.03137227115
1941	0.03135981344
1942	0.03135343682
1943	0.03134400033
1944	0.0313348544
1945	0.03132643113
1946	0.03131707632
1947	0.03131093955
1948	0.03130563558
1949	0.03129974647
1950	0.0312925373
1951	0.03128075684
1952	0.03126809495
1953	0.03126116342
1954	0.03125005304
1955	0.03124351781
1956	0.03122614217
1957	0.03121528163
1958	0.03120140777
1959	0.03119180753
1960	0.03118417575
1961	0.03117901523
1962	0.03116956564
1963	0.03116546766
1964	0.03115059138
1965	0.03113281248
1966	0.03112537316
1967	0.03111925848
1968	0.03111309217
1969	0.03110285203
1970	0.03109527953
1971	0.03108913466
1972	0.03107553868
1973	0.03107004028
1974	0.03106067436
1975	0.0310567454
1976	0.03103769871
1977	0.03103383194
1978	0.03102815303
1979	0.03101910214
1980	0.03100751351
1981	0.03099995604
1982	0.03098926177
1983	0.03097449211
1984	0.03096800784
1985	0.03096313757
1986	0.03094734537
1987	0.03093621709
1988	0.03093009334
1989	0.03092409447
1990	0.0309132303
1991	0.03090445153
1992	0.030897103
1993	0.03089060021
1994	0.03088337185
1995	0.03087525666
1996	0.03086272633
1997	0.03085763678
1998	0.03084894579
1999	0.03084078942
